2022-12-06 02:43:13 - Task preparing to start
Dec  7 01:25:10 2022-12-07 09:14:40.966014+09:00 #011 [0.0551528498393099, 0.05490048417923121]
Dec  7 01:25:10 2022-12-07 09:15:45.923025+09:00 #011 [0.06256396597284697, 0.0557201506215419]
Dec  7 01:25:10 2022-12-07 09:16:50.623037+09:00 #011 [0.070937624610241, 0.05811073251870269]
Dec  7 01:25:10 2022-12-07 09:17:55.259020+09:00 #011 [0.06401359286561692, 0.058451829541627864]
Dec  7 01:25:10 2022-12-07 09:19:00.219507+09:00 #011 [0.06162282298787891, 0.049690266525894145]
Dec  7 01:25:10 2022-12-07 09:20:05.015042+09:00 #011 [0.06584289480516925, 0.055663755503924994]
Dec  7 01:25:10 2022-12-07 09:21:10.100367+09:00 #011 [0.06364083842231372, 0.0528685599488844]
Dec  7 01:25:10 2022-12-07 09:22:15.055077+09:00 #011 [0.06364083842231372, 0.0528685599488844]
Dec  7 01:25:10 2022-12-07 09:23:20.020806+09:00 #011 [0.06483517408759132, 0.054076635765276104]
Dec  7 01:25:10 2022-12-07 09:24:25.147047+09:00 #011 [0.06602646685945424, 0.056866731611563304]
Dec  7 01:25:10 2022-12-07 09:25:30.499034+09:00 #011 [0.06502002986253563, 0.05528163368149874]
Dec  7 01:25:10 2022-12-07 09:26:35.367525+09:00 #011 [0.06502002986253563, 0.05528163368149874]
Dec  7 01:25:10 2022-12-07 09:27:40.483045+09:00 #011 [0.06602646685945424, 0.056866731611563304]
Dec  7 01:25:10 2022-12-07 09:28:45.055030+09:00 #011 [0.06922504143744779, 0.058066646711294134]
Dec  7 01:25:10 2022-12-07 09:29:49.759046+09:00 #011 [0.06666786157396576, 0.05445770666037952]
Dec  7 01:25:10 2022-12-07 09:30:55.127042+09:00 #011 [0.06547434221536452, 0.05006621555610713]
Dec  7 01:25:10 2022-12-07 09:32:00.122139+09:00 #011 [0.06483517408759132, 0.054076635765276104]
Dec  7 01:25:10 2022-12-07 09:37:26.147097+09:00 #011 [0.061242991657709966, 0.05203634355323594]
Dec  7 01:25:10 2022-12-07 09:38:31.072580+09:00 #011 [0.061242991657709966, 0.05044312732391343]
Dec  7 01:25:10 2022-12-07 09:39:36.169631+09:00 #011 [0.06143315018170137, 0.05006621555610713]
Dec  7 01:25:10 2022-12-07 09:40:41.103043+09:00 #011 [0.06162282298787891, 0.05127941323738927]
Dec  7 01:25:10 2022-12-07 09:41:46.231047+09:00 #011 [0.06225458326152722, 0.05044312732391343]
Dec  7 01:25:10 2022-12-07 09:42:50.935077+09:00 #011 [0.06003945703163027, 0.04922574671791857]
Dec  7 01:25:10 2022-12-07 09:43:55.670888+09:00 #011 [0.05984702121598551, 0.04800524061614442]
Dec  7 01:25:10 2022-12-07 09:45:00.780807+09:00 #011 [0.056410265746038135, 0.047156221769726114]
Dec  7 01:25:10 2022-12-07 09:46:06.047042+09:00 #011 [0.055194299593648966, 0.04753181210074464]
Dec  7 01:25:10 2022-12-07 09:47:10.698263+09:00 #011 [0.056410265746038135, 0.04875763988439885]
Dec  7 01:25:10 2022-12-07 09:48:15.802815+09:00 #011 [0.05824862836651434, 0.049135293898554866]
Dec  7 01:25:10 2022-12-07 09:49:20.346595+09:00 #011 [0.05703346530634201, 0.049513922503715335]
Dec  7 01:25:10 2022-12-07 09:50:25.107031+09:00 #011 [0.05683590265503402, 0.04989352947736436]
Dec  7 01:25:10 2022-12-07 09:51:30.355046+09:00 #011 [0.05663782884550772, 0.048664413732833145]
Dec  7 01:25:10 2022-12-07 09:52:35.227098+09:00 #011 [0.057659889702663225, 0.048664413732833145]
Dec  7 01:25:10 2022-12-07 09:53:40.095041+09:00 #011 [0.05541585712121433, 0.045820323756967984]
Dec  7 01:25:10 2022-12-07 09:54:45.167534+09:00 #011 [0.054190715561060254, 0.047810497653152595]
Dec  7 01:25:10 2022-12-07 09:55:50.275072+09:00 #011 [0.05214129132608969, 0.046196617140700336]
Dec  7 01:25:10 2022-12-07 09:56:55.299050+09:00 #011 [0.049884263077706326, 0.04334193498750549]
Dec  7 01:25:10 2022-12-07 09:58:01.064854+09:00 #011 [0.05009186709111901, 0.044582736628248076]
Dec  7 01:25:10 2022-12-07 09:59:06.035053+09:00 #011 [0.04885822016526342, 0.04657388790984518]
Dec  7 01:25:10 2022-12-07 10:00:10.915074+09:00 #011 [0.05091030599014945, 0.04657388790984518]
Dec  7 01:25:10 2022-12-07 10:01:15.787032+09:00 #011 [0.053166003443574916, 0.047810497653152595]
Dec  7 01:25:10 2022-12-07 10:02:20.343545+09:00 #011 [0.05091030599014945, 0.044957911448675336]
Dec  7 01:25:10 2022-12-07 10:03:25.247403+09:00 #011 [0.05070349630038529, 0.04533406201635981]
Dec  7 01:25:10 2022-12-07 10:04:30.347494+09:00 #011 [0.049467433144526396, 0.04247082267640634]
Dec  7 01:25:10 2022-12-07 10:05:35.307048+09:00 #011 [0.0504961480437206, 0.04247082267640634]
Dec  7 01:25:10 2022-12-07 10:06:40.337158+09:00 #011 [0.04904842655373198, 0.04159516147595399]
Dec  7 01:25:10 2022-12-07 10:07:45.615046+09:00 #011 [0.04780535260151453, 0.040342344693569565]
Dec  7 01:25:10 2022-12-07 10:08:51.167027+09:00 #011 [0.04780535260151453, 0.040342344693569565]
Dec  7 01:25:10 2022-12-07 10:09:56.387096+09:00 #011 [0.047593125370078204, 0.04234358303767294]
Dec  7 01:25:10 2022-12-07 10:16:25.612888+09:00 #011 [0.042580457608868194, 0.03894052541563531]
Dec  7 01:25:10 2022-12-07 10:18:35.631069+09:00 #011 [0.04131903528687708, 0.037674307399055085]
Dec  7 01:25:10 2022-12-07 10:19:40.889957+09:00 #011 [0.03819629598813734, 0.036034910989172775]
Dec  7 01:25:10 2022-12-07 10:20:46.099046+09:00 #011 [0.036698866179098455, 0.035131835291787206]
Dec  7 01:25:10 2022-12-07 10:21:50.823054+09:00 #011 [0.03692742566622187, 0.03148007083190063]
Dec  7 01:25:10 2022-12-07 10:22:55.775047+09:00 #011 [0.035655202978858935, 0.03184437987540478]
Dec  7 01:25:10 2022-12-07 10:24:00.451039+09:00 #011 [0.03461153977861964, 0.03348810758359588]
